page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
1289,Mar-Vell (Earth-616),\/Mar-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,245,12/1/1967,1967
2309,Eugene Judd (Earth-616),\/Eugene_Judd_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,245,8/1/1983,1983
1813,Daimon Hellstrom (Earth-616),\/Daimon_Hellstrom_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,Red Hair,Male Characters,Living Characters,242,9/1/1973,1973
76396,John Jonah Jameson III (Earth-616),\/John_Jonah_Jameson_III_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,Living Characters,240,3/1/1963,1963
2497,Triton (Earth-616),\/Triton_(Earth-616),No Dual Identity,Good Characters,Green Eyes,No Hair,Male Characters,Living Characters,240,12/1/1965,1965
6517,Robert Reynolds (Earth-616),\/Robert_Reynolds_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,240,9/1/2000,2000
2351,Aleksei Sytsevich (Earth-616),\/Aleksei_Sytsevich_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,239,10/1/1966,1966
15903,Santo Vaccarro (Earth-616),\/Santo_Vaccarro_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,238,9/3/2018,2003
2335,Jonathan Clay (Earth-616),\/Jonathan_Clay_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,237,8/1/1960,1960
1095,Ares (Earth-616),\/Ares_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,236,4/1/1949,1949
2523,Sersi (Earth-616),\/Sersi_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,236,9/1/1976,1976
2617,Guido Carosella (Earth-616),\/Guido_Carosella_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,Living Characters,236,7/1/1985,1985
1533,Zabu (Earth-616),\/Zabu_(Earth-616),Public Identity,Good Characters,Green Eyes,Orange Hair,Male Characters,Living Characters,234,3/1/1965,1965
2186,Michael Morbius (Earth-616),\/Michael_Morbius_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,Living Characters,231,10/1/1971,1971
2353,Julio Richter (Earth-616),\/Julio_Richter_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,231,6/1/1987,1987
15907,Megan Gwynn (Earth-616),\/Megan_Gwynn_(Earth-616),Public Identity,Good Characters,Black Eyeballs,Pink Hair,Female Characters,Living Characters,229,11/4/2018,2004
2724,Kyle Richmond (Earth-616),\/Kyle_Richmond_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,Living Characters,227,10/1/1969,1969
1911,Karen Page (Earth-616),\/Karen_Page_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,226,4/1/1964,1964
1336,Tyrone Johnson (Earth-616),\/Tyrone_Johnson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,226,3/1/1982,1982
1503,Maxwell Dillon (Earth-616),\/Maxwell_Dillon_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,Living Characters,225,2/1/1964,1964
1356,Valerie Cooper (Earth-616),\/Valerie_Cooper_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,225,12/1/1983,1983
8844,Anna May (Earth-616),\/Anna_May_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Living Characters,224,8/1/1964,1964
1471,Vlad Dracula (Earth-616),\/Vlad_Dracula_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,White Hair,Male Characters,Living Characters,223,3/1/1951,1951
1389,Tandy Bowen (Earth-616),\/Tandy_Bowen_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,222,3/1/1982,1982
2054,Monet St. Croix (Earth-616),\/Monet_St._Croix_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,221,11/1/1994,1994
1684,Gamora (Earth-616),\/Gamora_(Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Black Hair,Female Characters,Living Characters,218,6/1/1975,1975
10174,Amara Aquilla (Earth-616),\/Amara_Aquilla_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,217,10/1/1983,1983
2590,Julia Carpenter (Earth-616),\/Julia_Carpenter_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Living Characters,212,10/1/1984,1984
1654,Jane Foster (Earth-616),\/Jane_Foster_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,211,9/1/1962,1962
2482,Mortimer Toynbee (Earth-616),\/Mortimer_Toynbee_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,210,3/1/1964,1964
1080,Scott Lang (Earth-616),\/Scott_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Living Characters,209,3/1/1979,1979
1840,Paige Guthrie (Earth-616),\/Paige_Guthrie_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,207,11/1/1984,1984
8648,Benjamin Parker (Earth-616),\/Benjamin_Parker_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,205,8/1/1962,1962
1117,Erik Josten (Earth-616),\/Erik_Josten_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,Living Characters,204,10/1/1965,1965
1122,Jeanne-Marie Beaubier (Earth-616),\/Jeanne-Marie_Beaubier_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,203,4/1/1979,1979
1027,Carl Creel (Earth-616),\/Carl_Creel_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,202,4/1/1964,1964
2528,Michael Twoyoungmen (Earth-616),\/Michael_Twoyoungmen_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,200,4/1/1979,1979
119275,Hope Summers (Earth-616),\/Hope_Summers_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Living Characters,200,1/8/2018,2008
2470,Eric Masterson (Earth-616),\/Eric_Masterson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,198,5/1/1988,1988
1544,Alexander Power (Earth-616),\/Alexander_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,197,8/1/1984,1984
2501,Matthew Hawk (Earth-616),\/Matthew_Hawk_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,195,11/1/1962,1962
1888,Jessica Jones (Earth-616),\/Jessica_Jones_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,195,9/1/1963,1963
1215,Frederick Dukes (Earth-616),\/Frederick_Dukes_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,194,1/1/1964,1964
1204,Eric Brooks (Earth-616),\/Eric_Brooks_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,194,7/1/1973,1973
1523,Eros (Earth-616),\/Eros_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,193,2/1/1973,1973
1232,Madison Jeffries (Earth-616),\/Madison_Jeffries_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,193,8/1/1983,1983
2099,Mandarin (Earth-616),\/Mandarin_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,190,2/1/1964,1964
2006,The Wizard (Earth-616),\/The_Wizard_(Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,Living Characters,189,11/1/1962,1962
51769,Akihiro (Earth-616),\/Akihiro_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,189,10/6/2018,2006
1943,Sergei Kravinoff (Earth-616),\/Sergei_Kravinoff_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,188,8/1/1964,1964
1315,Jonothon Starsmore (Earth-616),\/Jonothon_Starsmore_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,187,11/1/1994,1994
1142,Helmut Zemo (Earth-616),\/Helmut_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,184,12/1/1973,1973
15901,Victor Borkowski (Earth-616),\/Victor_Borkowski_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,184,8/3/2018,2003
4368,Edward Leeds (Earth-616),\/Edward_Leeds_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,181,11/1/1964,1964
1576,Ultron (Earth-616),\/Ultron_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Deceased Characters,181,7/1/1968,1968
1386,Douglas Ramsey (Earth-616),\/Douglas_Ramsey_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,181,3/1/1984,1984
2715,Quentin Beck (Earth-616),\/Quentin_Beck_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,180,6/1/1964,1964
1822,Herbert Wyndham (Earth-616),\/Herbert_Wyndham_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,179,11/1/1966,1966
39324,Julian Keller (Earth-616),\/Julian_Keller_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,179,8/3/2018,2003
1981,Jack Russell (Earth-616),\/Jack_Russell_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,178,2/1/1972,1972
39972,Celeste Cuckoo (Earth-616),\/Celeste_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,177,11/1/2018,2001
1354,Valentina Allegra de Fontaine (Earth-616),\/Valentina_Allegra_de_Fontaine_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,176,8/1/1967,1967
2065,Ophelia Sarkissian (Earth-616),\/Ophelia_Sarkissian_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Living Characters,175,2/1/1969,1969
1344,Colleen Wing (Earth-616),\/Colleen_Wing_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,Living Characters,175,11/1/1974,1974
57563,Irma Cuckoo (Earth-616),\/Irma_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,175,11/1/2018,2001
1184,Sebastian Shaw (Earth-616),\/Sebastian_Shaw_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,174,1/1/1980,1980
57564,Phoebe Cuckoo (Earth-616),\/Phoebe_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,174,11/1/2018,2001
2376,Sage (Earth-616),\/Sage_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,172,4/1/1980,1980
2115,Valeria Richards (Earth-616),\/Valeria_Richards_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,171,2/2/2018,2002
194870,Donald Blake (Earth-616),\/Donald_Blake_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,170,8/1/1962,1962
1809,Hela (Earth-616),\/Hela_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Deceased Characters,170,3/1/1964,1964
2024,Lilandra Neramani (Earth-616),\/Lilandra_Neramani_(Earth-616),No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,Deceased Characters,170,2/1/1976,1976
1760,Henry Gyrich (Earth-616),\/Henry_Gyrich_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,Living Characters,170,11/1/1977,1977
4877,Dwayne Taylor (Earth-616),\/Dwayne_Taylor_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,169,12/1/1989,1989
7975,Harold Hogan (Earth-616),\/Harold_Hogan_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,166,9/1/1963,1963
1399,Christopher Powell (Earth-616),\/Christopher_Powell_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,165,3/1/1991,1991
2178,Harvey Elder (Earth-616),\/Harvey_Elder_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Living Characters,164,11/1/1961,1961
1140,Wolfgang von Strucker (Earth-616),\/Wolfgang_von_Strucker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Deceased Characters,164,1/1/1964,1964
2015,Dirk Garthwaite (Earth-616),\/Dirk_Garthwaite_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,164,1/1/1968,1968
2271,Pip Gofern (Earth-616),\/Pip_Gofern_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Living Characters,163,4/1/1975,1975
2428,Tony Masters (Earth-616),\/Tony_Masters_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,163,5/1/1980,1980
19592,David Lieberman (Earth-616),\/David_Lieberman_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,Deceased Characters,163,11/1/1987,1987
1756,James Hudson (Earth-616),\/James_Hudson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,161,2/1/1978,1978
1874,Miles Warren (Earth-616),\/Miles_Warren_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,160,12/1/1965,1965
1715,Kallark (Earth-616),\/Kallark_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,Living Characters,160,10/1/1977,1977
1084,En Sabah Nur (Earth-616),\/En_Sabah_Nur_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Deceased Characters,160,6/1/1986,1986
2624,Shiro Yoshida (Earth-616),\/Shiro_Yoshida_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,158,1/1/1970,1970
2554,Silver Sablinova (Earth-616),\/Silver_Sablinova_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,Deceased Characters,158,6/1/1985,1985
5398,Elvin Haliday (Earth-616),\/Elvin_Haliday_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,158,11/1/1990,1990
2168,Calvin Zabo (Earth-616),\/Calvin_Zabo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,157,12/1/1963,1963
1226,Frederick Myers (Earth-616),\/Frederick_Myers_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,157,7/1/1966,1966
2105,Mantis (Earth-616),\/Mantis_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Living Characters,156,6/1/1973,1973
1057,Marlene Alraune (Earth-616),\/Marlene_Alraune_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,156,6/1/1976,1976
1435,Rachel Leighton (Earth-616),\/Rachel_Leighton_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Living Characters,156,10/1/1985,1985
119342,Veranke (Earth-616),\/Veranke_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,Deceased Characters,156,1/5/2018,2005
2170,Nathaniel Essex (Earth-616),\/Nathaniel_Essex_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Living Characters,155,9/1/1987,1987
1450,Anthony Druid (Earth-616),\/Anthony_Druid_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Deceased Characters,153,6/1/1961,1961
68280,Cassandra Lang (Earth-616),\/Cassandra_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,153,4/1/1979,1979
1163,Beta Ray Bill (Earth-616),\/Beta_Ray_Bill_(Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,153,11/1/1983,1983
1958,Samuel Sterns (Earth-616),\/Samuel_Sterns_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Deceased Characters,152,12/1/1964,1964
1961,Leech (Earth-616),\/Leech_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,152,3/1/1984,1984
2422,Glenn Talbot (Earth-616),\/Glenn_Talbot_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,151,11/1/1964,1964
15209,Bug (Earth-616),\/Bug_(Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,Living Characters,151,1/1/1979,1979
2494,Peter Petruski (Earth-616),\/Peter_Petruski_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Living Characters,150,1/1/1963,1963
2023,Julie Power (Earth-616),\/Julie_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Living Characters,150,8/1/1984,1984
2067,Giuletta Nefaria (Earth-616),\/Giuletta_Nefaria_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,Living Characters,149,1/1/1968,1968
41613,Robert Ralston (Earth-616),\/Robert_Ralston_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,148,5/1/1963,1963
79494,Maximus (Earth-616),\/Maximus_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,147,2/1/1966,1966
1287,Genis-Vell (Earth-616),\/Genis-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,147,10/1/1993,1993
16501,Hisako Ichiki (Earth-616),\/Hisako_Ichiki_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Living Characters,147,10/4/2018,2004
1316,Dmitri Smerdyakov (Earth-616),\/Dmitri_Smerdyakov_(Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,Living Characters,146,3/1/1963,1963
9967,Eliot Franklin (Thunderball) (Earth-616),\/Eliot_Franklin_(Thunderball)_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,146,11/1/1974,1974
2058,X-51 (Earth-616),\/X-51_(Earth-616),Known to Authorities Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Living Characters,146,7/1/1977,1977
